Rank;Player;Age;Nation;Position;Squad;Competition;Match_played;Minutes_played;Goals_Scored;Assist;Goals_Excluding_Penalties;Red_Cards;Goals_per_90min;Assist_per_90min;Goals&Assist_per_90min;Goals_excluding_penalties_90min
1050;Marc Guéhi;23;eng ENG;DF;Crystal Palace;eng Premier League;25;2021;0;1;0;0;0.00;0.04;0.04;0.00
2227;Chris Richards;23;us USA;DF,MF;Crystal Palace;eng Premier League;26;2094;1;1;1;0;0.04;0.04;0.09;0.04
2742;Joel Ward;33;eng ENG;DF;Crystal Palace;eng Premier League;26;1980;0;1;0;0;0.00;0.05;0.05;0.00
835;Eberechi Eze;25;eng ENG;MF,FW;Crystal Palace;eng Premier League;27;2055;11;4;10;0;0.48;0.18;0.66;0.44
1471;Jefferson Lerma;28;co COL;MF,DF;Crystal Palace;eng Premier League;28;2400;1;1;1;0;0.04;0.04;0.07;0.04
2383;Jeffrey Schlupp;30;gh GHA;FW,MF;Crystal Palace;eng Premier League;29;1352;2;2;2;0;0.13;0.13;0.27;0.13
797;Odsonne Édouard;25;fr FRA;FW,MF;Crystal Palace;eng Premier League;30;1555;7;0;7;0;0.41;0.00;0.41;0.41
1166;Will Hughes;28;eng ENG;MF;Crystal Palace;eng Premier League;30;1891;0;1;0;0;0.00;0.05;0.05;0.00
167;Jordan Ayew;31;gh GHA;FW,MF;Crystal Palace;eng Premier League;35;2543;4;7;4;1;0.14;0.25;0.39;0.14
1660;Jean-Philippe Mateta;26;fr FRA;FW;Crystal Palace;eng Premier League;35;2282;16;5;14;0;0.63;0.20;0.83;0.55
1775;Tyrick Mitchell;23;eng ENG;DF,MF;Crystal Palace;eng Premier League;37;3204;2;3;2;0;0.06;0.08;0.14;0.06
106;Joachim Andersen;27;dk DEN;DF;Crystal Palace;eng Premier League;38;3415;2;3;2;0;0.05;0.08;0.13;0.05
124;Asaf Arania;17;il ISR;MF;Darmstadt 98;de Bundesliga;1;6;0;0;0;0;0.00;0.00;0.00;0.00
398;Alexander Brunst;28;de GER;GK;Darmstadt 98;de Bundesliga;3;270;0;0;0;0;0.00;0.00;0.00;0.00
1605;Braydon Manu;26;gh GHA;MF;Darmstadt 98;de Bundesliga;4;171;0;0;0;0;0.00;0.00;0.00;0.00
2275;Frank Ronstadt;26;de GER;DF,MF;Darmstadt 98;de Bundesliga;4;76;0;0;0;0;0.00;0.00;0.00;0.00
2513;Filip Stojilković;23;ch SUI;FW,MF;Darmstadt 98;de Bundesliga;6;154;0;0;0;0;0.00;0.00;0.00;0.00
1161;Fraser Hornby;23;sct SCO;FW,MF;Darmstadt 98;de Bundesliga;7;217;0;0;0;0;0.00;0.00;0.00;0.00
2142;Sebastian Polter;32;de GER;FW;Darmstadt 98;de Bundesliga;9;446;0;1;0;0;0.00;0.20;0.20;0.00
1155;Gerrit Holtmann;28;ph PHI;MF,FW;Darmstadt 98;de Bundesliga;10;392;0;0;0;0;0.00;0.00;0.00;0.00
2388;Fabian Schnellhardt;29;de GER;MF;Darmstadt 98;de Bundesliga;10;235;0;0;0;0;0.00;0.00;0.00;0.00
2617;Fabio Torsiello;18;it ITA;FW,DF;Darmstadt 98;de Bundesliga;10;156;0;0;0;0;0.00;0.00;0.00;0.00
1826;Andreas Müller;23;de GER;MF;Darmstadt 98;de Bundesliga;11;349;0;0;0;0;0.00;0.00;0.00;0.00
1196;Thomas Isherwood;25;se SWE;DF;Darmstadt 98;de Bundesliga;12;636;0;0;0;0;0.00;0.00;0.00;0.00
1269;Julian Justvan;25;de GER;MF,FW;Darmstadt 98;de Bundesliga;14;1023;2;2;2;0;0.18;0.18;0.35;0.18
1268;Julian Justvan;25;de GER;FW,MF;Hoffenheim;de Bundesliga;4;49;0;0;0;0;0.00;0.00;0.00;0.00
2232;Clemens Riedel;20;de GER;DF;Darmstadt 98;de Bundesliga;14;755;0;0;0;0;0.00;0.00;0.00;0.00
1827;Jannik Müller;29;de GER;DF,MF;Darmstadt 98;de Bundesliga;16;1134;0;0;0;0;0.00;0.00;0.00;0.00
2417;Aaron Seydel;27;de GER;FW;Darmstadt 98;de Bundesliga;16;619;1;0;1;0;0.15;0.00;0.15;0.15
2837;Christoph Zimmermann;30;de GER;DF;Darmstadt 98;de Bundesliga;19;1220;0;0;0;0;0.00;0.00;0.00;0.00
905;Bartol Franjić;23;hr CRO;MF;Darmstadt 98;de Bundesliga;20;1229;0;1;0;0;0.00;0.07;0.07;0.00
1711;Marvin Mehlem;25;de GER;MF;Darmstadt 98;de Bundesliga;20;1482;3;2;3;0;0.18;0.12;0.30;0.18
1928;Fabian Nürnberger;24;de GER;DF,MF;Darmstadt 98;de Bundesliga;21;1513;1;1;1;0;0.06;0.06;0.12;0.06
985;Klaus Gjasula;33;al ALB;DF,MF;Darmstadt 98;de Bundesliga;22;1363;0;0;0;1;0.00;0.00;0.00;0.00
1152;Fabian Holland;33;de GER;MF,DF;Darmstadt 98;de Bundesliga;23;1835;0;2;0;1;0.00;0.10;0.10;0.00
1159;Mathias Honsak;26;at AUT;FW,MF;Darmstadt 98;de Bundesliga;23;1021;1;1;1;0;0.09;0.09;0.18;0.09
180;Matthias Bader;26;de GER;DF,MF;Darmstadt 98;de Bundesliga;24;1802;1;2;1;0;0.05;0.10;0.15;0.05
1329;Tobias Kempe;34;de GER;MF;Darmstadt 98;de Bundesliga;24;1350;3;2;0;0;0.20;0.13;0.33;0.00
2115;Luca Pfeiffer;26;de GER;FW,MF;Darmstadt 98;de Bundesliga;24;1619;1;4;1;0;0.06;0.22;0.28;0.06
1559;Matej Maglica;24;hr CRO;DF;Darmstadt 98;de Bundesliga;26;1698;1;0;1;2;0.05;0.00;0.05;0.05
2706;Oscar Vilhelmsson;19;se SWE;FW,MF;Darmstadt 98;de Bundesliga;26;1374;4;1;4;0;0.26;0.07;0.33;0.26
1304;Emir Karic;26;at AUT;DF;Darmstadt 98;de Bundesliga;27;1783;0;0;0;0;0.00;0.00;0.00;0.00
1343;Christoph Klarer;23;at AUT;DF;Darmstadt 98;de Bundesliga;30;2354;2;2;2;0;0.08;0.08;0.15;0.08
2450;Tim Skarke;26;de GER;FW,DF;Darmstadt 98;de Bundesliga;30;2404;8;0;8;0;0.30;0.00;0.30;0.30
2390;Marcel Schuhen;30;de GER;GK;Darmstadt 98;de Bundesliga;31;2790;0;0;0;0;0.00;0.00;0.00;0.00
319;Hendry Blank;18;de GER;DF;Dortmund;de Bundesliga;1;45;0;0;0;0;0.00;0.00;0.00;0.00
1109;Thorgan Hazard;30;be BEL;DF;Dortmund;de Bundesliga;1;7;0;0;0;0;0.00;0.00;0.00;0.00
206;Samuel Bamba;19;de GER;FW;Dortmund;de Bundesliga;2;47;0;0;0;0;0.00;0.00;0.00;0.00
785;Julien Duranville;17;be BEL;FW,MF;Dortmund;de Bundesliga;2;12;0;0;0;0;0.00;0.00;0.00;0.00
2032;Antonios Papadopoulos;23;de GER;DF;Dortmund;de Bundesliga;2;117;0;0;0;0;0.00;0.00;0.00;0.00
2140;Ole Pohlmann;22;de GER;MF;Dortmund;de Bundesliga;2;54;0;0;0;0;0.00;0.00;0.00;0.00
2746;Kjell-Arik Wätjen;17;de GER;MF,FW;Dortmund;de Bundesliga;2;105;0;1;0;0;0.00;0.86;0.86;0.00
1807;Mateu Morey;23;es ESP;DF;Dortmund;de Bundesliga;3;110;0;0;0;0;0.00;0.00;0.00;0.00
1741;Thomas Meunier;31;be BEL;DF;Dortmund;de Bundesliga;8;586;0;0;0;0;0.00;0.00;0.00;0.00
1743;Alexander Meyer;32;de GER;GK;Dortmund;de Bundesliga;8;695;0;0;0;0;0.00;0.00;0.00;0.00
2221;Gio Reyna;20;us USA;MF,FW;Dortmund;de Bundesliga;11;280;0;0;0;0;0.00;0.00;0.00;0.00
2220;Gio Reyna;20;us USA;FW,MF;Nott'ham Forest;eng Premier League;9;235;0;1;0;0;0.00;0.38;0.38;0.00
1094;Sébastien Haller;29;ci CIV;FW;Dortmund;de Bundesliga;14;396;0;1;0;0;0.00;0.23;0.23;0.00
2343;Jadon Sancho;23;eng ENG;FW,MF;Dortmund;de Bundesliga;14;947;2;2;2;0;0.19;0.19;0.38;0.19
2342;Jadon Sancho;23;eng ENG;FW,MF;Manchester Utd;eng Premier League;3;79;0;0;0;0;0.00;0.00;0.00;0.00
279;Ramy Bensebaini;28;dz ALG;DF;Dortmund;de Bundesliga;17;1033;0;0;0;1;0.00;0.00;0.00;0.00
1816;Youssoufa Moukoko;18;de GER;FW;Dortmund;de Bundesliga;20;625;5;0;5;0;0.72;0.00;0.72;0.72
1911;Felix Nmecha;22;de GER;MF;Dortmund;de Bundesliga;20;1021;1;2;1;0;0.09;0.18;0.26;0.09
25;Karim Adeyemi;21;de GER;FW,MF;Dortmund;de Bundesliga;21;913;3;1;3;1;0.30;0.10;0.39;0.30
2298;Julian Ryerson;25;no NOR;DF;Dortmund;de Bundesliga;21;1767;4;1;4;0;0.20;0.05;0.25;0.20
2782;Marius Wolf;28;de GER;DF;Dortmund;de Bundesliga;22;1166;0;1;0;0;0.00;0.08;0.08;0.00
2014;Salih Özcan;25;tr TUR;MF;Dortmund;de Bundesliga;23;1184;0;0;0;0;0.00;0.00;0.00;0.00
2525;Niklas Süle;27;de GER;DF;Dortmund;de Bundesliga;23;1514;1;0;1;0;0.06;0.00;0.06;0.06
418;Jamie Bynoe-Gittens;18;eng ENG;FW,MF;Dortmund;de Bundesliga;25;1058;1;4;1;0;0.09;0.34;0.43;0.09
444;Emre Can;29;de GER;MF,DF;Dortmund;de Bundesliga;25;1953;2;2;0;0;0.09;0.09;0.18;0.00
1169;Mats Hummels;34;de GER;DF;Dortmund;de Bundesliga;25;1581;3;0;3;1;0.17;0.00;0.17;0.17
2304;Marcel Sabitzer;29;at AUT;MF;Dortmund;de Bundesliga;25;1961;4;3;3;1;0.18;0.14;0.32;0.14
2218;Marco Reus;34;de GER;MF,FW;Dortmund;de Bundesliga;26;1601;6;8;6;0;0.34;0.45;0.79;0.34
1349;Gregor Kobel;25;ch SUI;GK;Dortmund;de Bundesliga;27;2365;0;0;0;0;0.00;0.00;0.00;0.00
1585;Donyell Malen;24;nl NED;FW,MF;Dortmund;de Bundesliga;27;1781;13;1;13;0;0.66;0.05;0.71;0.66
920;Niclas Füllkrug;30;de GER;FW;Dortmund;de Bundesliga;29;2212;12;8;9;0;0.49;0.33;0.81;0.37
919;Niclas Füllkrug;30;de GER;FW;Werder Bremen;de Bundesliga;2;180;0;0;0;0;0.00;0.00;0.00;0.00
372;Julian Brandt;27;de GER;MF,FW;Dortmund;de Bundesliga;32;2223;7;11;7;0;0.28;0.45;0.73;0.28
2382;Nico Schlotterbeck;23;de GER;DF;Dortmund;de Bundesliga;33;2859;2;1;2;0;0.06;0.03;0.09;0.06
1469;Christopher Lenz;28;de GER;DF;Eint Frankfurt;de Bundesliga;1;10;0;0;0;0;0.00;0.00;0.00;0.00
1468;Christopher Lenz;28;de GER;DF,MF;RB Leipzig;de Bundesliga;5;47;0;0;0;0;0.00;0.00;0.00;0.00
1481;Jesper Lindstrøm;23;dk DEN;FW;Eint Frankfurt;de Bundesliga;1;83;0;0;0;0;0.00;0.00;0.00;0.00
1480;Jesper Lindstrøm;23;dk DEN;FW,MF;Napoli;it Serie A;22;430;0;0;0;0;0.00;0.00;0.00;0.00
1782;Marko Mladenović;18;rs SRB;MF;Eint Frankfurt;de Bundesliga;1;6;0;0;0;0;0.00;0.00;0.00;0.00
558;Nnamdi Collins;19;de GER;DF;Eint Frankfurt;de Bundesliga;2;90;0;0;0;0;0.00;0.00;0.00;0.00
1024;Jens Grahl;34;de GER;GK;Eint Frankfurt;de Bundesliga;2;180;0;1;0;0;0.00;0.50;0.50;0.00
1357;Randal Kolo Muani;24;fr FRA;FW;Eint Frankfurt;de Bundesliga;2;153;1;0;1;0;0.59;0.00;0.59;0.59
1356;Randal Kolo Muani;24;fr FRA;FW,MF;Paris S-G;fr Ligue 1;26;1268;6;5;6;0;0.43;0.35;0.78;0.43
239;Elias Baum;17;de GER;DF,MF;Eint Frankfurt;de Bundesliga;4;28;0;0;0;0;0.00;0.00;0.00;0.00
1285;Sasa Kalajdzic;26;at AUT;FW;Eint Frankfurt;de Bundesliga;5;325;0;1;0;0;0.00;0.28;0.28;0.00
1284;Sasa Kalajdzic;26;at AUT;FW;Wolves;eng Premier League;11;166;2;0;2;0;1.08;0.00;1.08;1.08
516;Timothy Chandler;33;us USA;MF,DF;Eint Frankfurt;de Bundesliga;6;18;0;1;0;0;0.00;5.00;5.00;0.00
3;Paxten Aaronson;19;us USA;MF;Eint Frankfurt;de Bundesliga;7;101;0;1;0;0;0.00;0.89;0.89;0.00
251;Donny van de Beek;26;nl NED;MF,FW;Eint Frankfurt;de Bundesliga;8;357;0;0;0;0;0.00;0.00;0.00;0.00
250;Donny van de Beek;26;nl NED;DF;Manchester Utd;eng Premier League;1;3;0;0;0;0;0.00;0.00;0.00;0.00
878;Nacho Ferri;18;es ESP;FW,MF;Eint Frankfurt;de Bundesliga;8;74;1;0;1;0;1.22;0.00;1.22;1.22
1104;Makoto Hasebe;39;jp JPN;DF,MF;Eint Frankfurt;de Bundesliga;8;218;0;0;0;0;0.00;0.00;0.00;0.00
1667;Jean Mattéo Bahoya;18;fr FRA;MF,FW;Eint Frankfurt;de Bundesliga;8;177;0;0;0;0;0.00;0.00;0.00;0.00
2250;Sebastian Rode;32;de GER;MF;Eint Frankfurt;de Bundesliga;8;61;0;0;0;0;0.00;0.00;0.00;0.00
2112;Jens Petter Hauge;23;no NOR;MF,FW;Eint Frankfurt;de Bundesliga;10;147;0;0;0;0;0.00;0.00;0.00;0.00
2461;Hrvoje Smolčić;22;hr CRO;DF;Eint Frankfurt;de Bundesliga;11;347;1;0;1;0;0.26;0.00;0.26;0.26
804;Hugo Ekitike;21;fr FRA;FW;Eint Frankfurt;de Bundesliga;14;716;4;2;4;0;0.50;0.25;0.75;0.50
803;Hugo Ekitike;21;fr FRA;FW;Paris S-G;fr Ligue 1;1;9;0;0;0;0;0.00;0.00;0.00;0.00
1895;Jessic Ngankam;23;de GER;FW;Eint Frankfurt;de Bundesliga;15;280;0;0;0;0;0.00;0.00;0.00;0.00
1894;Jessic Ngankam;23;de GER;FW,MF;Mainz 05;de Bundesliga;7;184;0;0;0;1;0.00;0.00;0.00;0.00
1677;Philipp Max;29;de GER;DF;Eint Frankfurt;de Bundesliga;23;1350;1;2;1;0;0.07;0.13;0.20;0.07
2451;Ellyes Skhiri;28;tn TUN;MF;Eint Frankfurt;de Bundesliga;27;2168;2;2;2;0;0.08;0.08;0.17;0.08
512;Fares Chaïbi;20;dz ALG;MF,FW;Eint Frankfurt;de Bundesliga;28;1912;2;4;2;0;0.09;0.19;0.28;0.09
511;Fares Chaïbi;20;dz ALG;FW,MF;Toulouse;fr Ligue 1;2;58;0;1;0;0;0.00;1.55;1.55;0.00
1433;Hugo Larsson;19;se SWE;MF;Eint Frankfurt;de Bundesliga;29;1886;2;1;2;0;0.10;0.05;0.14;0.10
1625;Omar Marmoush;24;eg EGY;FW,MF;Eint Frankfurt;de Bundesliga;29;2301;12;6;10;0;0.47;0.23;0.70;0.39
1909;Niels Nkounkou;22;fr FRA;DF,MF;Eint Frankfurt;de Bundesliga;29;1309;3;2;3;1;0.21;0.14;0.34;0.21
416;Aurélio Buta;26;pt POR;DF,MF;Eint Frankfurt;de Bundesliga;30;1744;1;1;1;0;0.05;0.05;0.10;0.05
1019;Mario Götze;31;de GER;MF;Eint Frankfurt;de Bundesliga;30;2068;3;2;3;1;0.13;0.09;0.22;0.13
2648;Tuta;24;br BRA;DF;Eint Frankfurt;de Bundesliga;30;2600;1;2;1;2;0.03;0.07;0.10;0.03
720;Junior Dina Ebimbe;22;fr FRA;MF,DF;Eint Frankfurt;de Bundesliga;31;1956;5;3;5;0;0.23;0.14;0.37;0.23
1347;Ansgar Knauff;21;de GER;MF,DF;Eint Frankfurt;de Bundesliga;31;2109;7;2;7;1;0.30;0.09;0.38;0.30
1350;Robin Koch;27;de GER;DF;Eint Frankfurt;de Bundesliga;31;2738;2;0;2;0;0.07;0.00;0.07;0.07
2633;Kevin Trapp;33;de GER;GK;Eint Frankfurt;de Bundesliga;32;2880;0;0;0;0;0.00;0.00;0.00;0.00
2018;Willian Pacho;21;ec ECU;DF;Eint Frankfurt;de Bundesliga;33;2970;0;3;0;0;0.00;0.09;0.09;0.00
579;Giacomo Corona;19;it ITA;FW;Empoli;it Serie A;1;5;0;0;0;0;0.00;0.00;0.00;0.00
805;Emmanuel Ekong;21;se SWE;FW;Empoli;it Serie A;1;5;0;0;0;0;0.00;0.00;0.00;0.00
1082;Nicolas Haas;27;ch SUI;MF;Empoli;it Serie A;1;90;0;0;0;0;0.00;0.00;0.00;0.00
1116;Liam Henderson;27;sct SCO;MF;Empoli;it Serie A;1;5;0;0;0;0;0.00;0.00;0.00;0.00
2101;Samuele Perisan;25;it ITA;GK;Empoli;it Serie A;1;90;0;0;0;0;0.00;0.00;0.00;0.00
2466;Andrea Sodero;18;it ITA;MF;Empoli;it Serie A;1;5;0;0;0;0;0.00;0.00;0.00;0.00
2122;Roberto Piccoli;22;it ITA;FW;Empoli;it Serie A;2;39;0;0;0;0;0.00;0.00;0.00;0.00
2123;Roberto Piccoli;22;it ITA;FW;Lecce;it Serie A;35;1378;5;0;4;0;0.33;0.00;0.33;0.26
1583;Daniel Maldini;21;it ITA;FW,MF;Empoli;it Serie A;7;263;0;0;0;0;0.00;0.00;0.00;0.00
1582;Daniel Maldini;21;it ITA;MF,FW;Monza;it Serie A;11;333;4;1;4;0;1.08;0.27;1.35;1.08
2192;Filippo Ranocchia;22;it ITA;MF,DF;Empoli;it Serie A;9;476;0;0;0;0;0.00;0.00;0.00;0.00
506;Alberto Cerri;27;it ITA;FW;Empoli;it Serie A;12;545;1;0;1;0;0.17;0.00;0.17;0.17
2423;Steven Shpendi;20;al ALB;FW,MF;Empoli;it Serie A;12;411;0;1;0;0;0.00;0.22;0.22;0.00
2847;Szymon Żurkowski;25;pl POL;MF;Empoli;it Serie A;13;868;4;0;4;0;0.41;0.00;0.41;0.41
194;Tommaso Baldanzi;20;it ITA;MF,FW;Empoli;it Serie A;14;745;2;0;2;0;0.24;0.00;0.24;0.24
195;Tommaso Baldanzi;20;it ITA;FW,MF;Roma;it Serie A;13;518;0;0;0;0;0.00;0.00;0.00;0.00
290;Etrit Berisha;34;al ALB;GK;Empoli;it Serie A;14;1260;0;0;0;0;0.00;0.00;0.00;0.00
1900;M'Baye Niang;28;sn SEN;FW;Empoli;it Serie A;14;708;6;1;2;0;0.76;0.13;0.89;0.25
682;Mattia Destro;32;it ITA;FW,MF;Empoli;it Serie A;15;366;0;0;0;0;0.00;0.00;0.00;0.00
794;Tyronne Ebuehi;27;ng NGA;DF;Empoli;it Serie A;15;1099;0;1;0;0;0.00;0.08;0.08;0.00
235;Simone Bastoni;26;it ITA;MF,DF;Empoli;it Serie A;16;745;1;0;1;0;0.12;0.00;0.12;0.12
1380;Viktor Kovalenko;27;ua UKR;MF;Empoli;it Serie A;17;613;1;1;1;0;0.15;0.15;0.29;0.15
2114;Giuseppe Pezzella;25;it ITA;DF;Empoli;it Serie A;19;1085;0;0;0;0;0.00;0.00;0.00;0.00
456;Francesco Caputo;35;it ITA;FW;Empoli;it Serie A;20;1268;3;0;2;0;0.21;0.00;0.21;0.14
455;Elia Caprile;21;it ITA;GK;Empoli;it Serie A;23;2070;0;0;0;0;0.00;0.00;0.00;0.00
287;Bartosz Bereszyński;31;pl POL;DF;Empoli;it Serie A;24;1762;0;1;0;0;0.00;0.05;0.05;0.00
1198;Ardian Ismajli;26;al ALB;DF;Empoli;it Serie A;26;2045;0;0;0;0;0.00;0.00;0.00;0.00
1026;Alberto Grassi;28;it ITA;MF;Empoli;it Serie A;27;1807;0;1;0;1;0.00;0.05;0.05;0.00
2740;Sebastian Walukiewicz;23;pl POL;DF;Empoli;it Serie A;27;2055;0;0;0;0;0.00;0.00;0.00;0.00
1621;Răzvan Marin;27;ro ROU;MF;Empoli;it Serie A;30;1818;0;3;0;0;0.00;0.15;0.15;0.00
421;Liberato Cacace;22;nz NZL;DF;Empoli;it Serie A;31;1912;0;1;0;0;0.00;0.05;0.05;0.00
853;Jacopo Fazzini;20;it ITA;MF;Empoli;it Serie A;31;1232;1;1;1;0;0.07;0.07;0.15;0.07
1079;Emmanuel Gyasi;29;gh GHA;DF,FW;Empoli;it Serie A;33;1879;1;2;1;0;0.05;0.10;0.14;0.05
1584;Youssef Maleh;24;ma MAR;MF;Empoli;it Serie A;34;2602;0;1;0;0;0.00;0.03;0.03;0.00
445;Matteo Cancellieri;21;it ITA;FW,MF;Empoli;it Serie A;36;1788;4;3;4;0;0.20;0.15;0.35;0.20
439;Nicolò Cambiaghi;22;it ITA;FW,MF;Empoli;it Serie A;37;2553;1;1;1;0;0.04;0.04;0.07;0.04
1540;Sebastiano Luperto;26;it ITA;DF;Empoli;it Serie A;38;3406;1;1;1;0;0.03;0.03;0.05;0.03
449;Thomas Cannon;20;ie IRL;FW;Everton;eng Premier League;1;1;0;0;0;0;0.00;0.00;0.00;0.00
1980;Tyler Onyango;20;eng ENG;MF;Everton;eng Premier League;1;1;0;0;0;0;0.00;0.00;0.00;0.00
2744;Lewis Warrington;20;eng ENG;FW;Everton;eng Premier League;1;1;0;0;0;0;0.00;0.00;0.00;0.00
1204;Alex Iwobi;27;ng NGA;MF;Everton;eng Premier League;2;140;0;0;0;0;0.00;0.00;0.00;0.00
1205;Alex Iwobi;27;ng NGA;FW,MF;Fulham;eng Premier League;30;2192;5;2;5;0;0.21;0.08;0.29;0.21
1315;Michael Keane;30;eng ENG;DF;Everton;eng Premier League;9;439;1;0;1;0;0.21;0.00;0.21;0.21
555;Séamus Coleman;34;ie IRL;DF;Everton;eng Premier League;12;665;0;0;0;0;0.00;0.00;0.00;0.00
737;Lewis Dobbin;20;eng ENG;MF;Everton;eng Premier League;12;232;1;0;1;0;0.39;0.00;0.39;0.39
991;André Gomes;30;pt POR;MF,FW;Everton;eng Premier League;12;508;1;0;1;0;0.18;0.00;0.18;0.18
635;Arnaut Danjuma;26;nl NED;MF,FW;Everton;eng Premier League;14;595;1;0;1;0;0.15;0.00;0.15;0.15
987;Ben Godfrey;25;eng ENG;DF;Everton;eng Premier League;15;1120;0;0;0;0;0.00;0.00;0.00;0.00
523;Youssef Chermiti;19;pt POR;FW;Everton;eng Premier League;18;208;0;0;0;0;0.00;0.00;0.00;0.00
2052;Nathan Patterson;21;sct SCO;DF;Everton;eng Premier League;20;1005;0;2;0;0;0.00;0.18;0.18;0.00
937;Idrissa Gana Gueye;33;sn SEN;MF;Everton;eng Premier League;25;1884;4;0;4;0;0.19;0.00;0.19;0.19
1856;Vitaliy Mykolenko;24;ua UKR;DF;Everton;eng Premier League;28;2469;2;0;2;0;0.07;0.00;0.07;0.07
1102;Jack Harrison;26;eng ENG;MF,FW;Everton;eng Premier League;29;2214;3;3;3;0;0.12;0.12;0.24;0.12
301;Beto;25;gw GNB;FW;Everton;eng Premier League;30;951;3;0;3;0;0.28;0.00;0.28;0.28
302;Beto;25;gw GNB;FW;Udinese;it Serie A;1;74;0;0;0;0;0.00;0.00;0.00;0.00
1975;Amadou Onana;21;be BEL;MF;Everton;eng Premier League;30;2091;2;0;2;0;0.09;0.00;0.09;0.09
2802;Ashley Young;38;eng ENG;DF,MF;Everton;eng Premier League;31;2280;0;0;0;1;0.00;0.00;0.00;0.00
433;Dominic Calvert-Lewin;26;eng ENG;FW;Everton;eng Premier League;32;2171;7;2;5;0;0.29;0.08;0.37;0.21
757;Abdoulaye Doucouré;30;ml MLI;FW,MF;Everton;eng Premier League;32;2629;7;1;7;0;0.24;0.03;0.27;0.24
373;Jarrad Branthwaite;21;eng ENG;DF;Everton;eng Premier League;35;3116;3;0;3;0;0.09;0.00;0.09;0.09
1707;Dwight McNeil;23;eng ENG;MF,FW;Everton;eng Premier League;35;2892;3;6;3;0;0.09;0.19;0.28;0.09
955;James Garner;22;eng ENG;MF;Everton;eng Premier League;37;3004;1;2;1;0;0.03;0.06;0.09;0.03
2125;Jordan Pickford;29;eng ENG;GK;Everton;eng Premier League;38;3420;0;0;0;0;0.00;0.00;0.00;0.00
2554;James Tarkowski;30;eng ENG;DF;Everton;eng Premier League;38;3419;1;1;1;0;0.03;0.03;0.05;0.03
96;Lorenzo Amatucci;19;it ITA;MF;Fiorentina;it Serie A;2;22;0;0;0;0;0.00;0.00;0.00;0.00
535;Oliver Christensen;24;dk DEN;GK;Fiorentina;it Serie A;4;360;0;0;0;0;0.00;0.00;0.00;0.00
565;Pietro Comuzzo;18;it ITA;DF,FW;Fiorentina;it Serie A;4;43;0;0;0;0;0.00;0.00;0.00;0.00
493;Gaetano Castrovilli;26;it ITA;FW,MF;Fiorentina;it Serie A;6;367;1;2;1;0;0.25;0.49;0.74;0.25
1189;Gino Infantino;20;ar ARG;MF;Fiorentina;it Serie A;6;96;0;0;0;0;0.00;0.00;0.00;0.00
848;Davide Faraoni;31;it ITA;DF;Fiorentina;it Serie A;8;392;0;1;0;0;0.00;0.23;0.23;0.00
847;Davide Faraoni;31;it ITA;DF;Hellas Verona;it Serie A;11;602;0;1;0;0;0.00;0.15;0.15;0.00
738;Dodô;24;br BRA;DF;Fiorentina;it Serie A;9;523;0;0;0;0;0.00;0.00;0.00;0.00
380;Josip Brekalo;25;hr CRO;FW;Fiorentina;it Serie A;11;652;1;0;1;0;0.14;0.00;0.14;0.14
268;Andrea Belotti;29;it ITA;FW;Fiorentina;it Serie A;15;949;3;0;3;0;0.28;0.00;0.28;0.28
269;Andrea Belotti;29;it ITA;FW;Roma;it Serie A;14;679;3;2;3;0;0.40;0.27;0.66;0.40
1511;Maxime Lopez;25;fr FRA;MF;Fiorentina;it Serie A;19;800;0;0;0;0;0.00;0.00;0.00;0.00
1512;Maxime Lopez;25;fr FRA;MF;Sassuolo;it Serie A;2;140;0;0;0;1;0.00;0.00;0.00;0.00
213;Antonín Barák;28;cz CZE;MF,FW;Fiorentina;it Serie A;21;808;2;3;2;0;0.22;0.33;0.56;0.22
2043;Fabiano Parisi;22;it ITA;DF;Fiorentina;it Serie A;21;1454;0;1;0;0;0.00;0.06;0.06;0.00
2484;Riccardo Sottil;24;it ITA;FW;Fiorentina;it Serie A;22;1103;2;3;2;0;0.16;0.24;0.41;0.16
1371;Christian Kouamé;25;ci CIV;FW;Fiorentina;it Serie A;23;1089;2;1;2;0;0.17;0.08;0.25;0.17
1313;Michael Kayode;19;it ITA;DF;Fiorentina;it Serie A;26;2058;1;1;1;0;0.04;0.04;0.09;0.04
2191;Luca Ranieri;24;it ITA;DF;Fiorentina;it Serie A;26;2065;2;1;2;0;0.09;0.04;0.13;0.09
1181;Jonathan Ikone;25;fr FRA;FW;Fiorentina;it Serie A;28;1682;3;1;3;0;0.16;0.05;0.21;0.16
310;Cristiano Biraghi;30;it ITA;DF;Fiorentina;it Serie A;29;2356;2;5;2;0;0.08;0.19;0.27;0.08
1010;Nicolás González;25;ar ARG;FW;Fiorentina;it Serie A;29;1913;12;2;11;0;0.56;0.09;0.66;0.52
1647;Lucas Martínez Quarta;27;ar ARG;DF;Fiorentina;it Serie A;29;2291;5;1;5;0;0.20;0.04;0.24;0.20
782;Alfred Duncan;30;gh GHA;MF;Fiorentina;it Serie A;30;1888;2;5;2;0;0.10;0.24;0.33;0.10
336;Giacomo Bonaventura;33;it ITA;MF;Fiorentina;it Serie A;31;2277;8;3;8;0;0.32;0.12;0.43;0.32
271;Lucas Beltrán;22;ar ARG;FW,MF;Fiorentina;it Serie A;32;1692;6;2;5;0;0.32;0.11;0.43;0.27
